0,1278,4.0
0,1103,7.0
0,1056,1.0
0,290,8.0
0,647,3.0
0,31,5.0
0,419,2.0
0,993,8.0
0,957,5.0
0,167,3.0
0,1920,1.0
0,41,10.0
0,1216,6.0
0,690,6.0
0,1199,10.0
0,913,6.0
0,181,10.0
0,1997,5.0
0,1861,1.0
0,383,6.0
0,1277,4.0
0,1316,8.0
0,1016,4.0
0,572,4.0
0,130,10.0
0,345,6.0
0,1108,6.0
0,783,4.0
0,24,3.0
0,763,9.0
0,1600,5.0
0,577,3.0
0,1671,2.0
0,744,8.0
0,633,1.0
0,311,2.0
0,218,3.0
0,991,2.0
0,894,2.0
0,1596,10.0
0,1725,1.0
0,553,8.0
0,738,1.0
0,1370,1.0
0,1406,1.0
0,1799,1.0
0,680,5.0
0,1630,6.0
0,984,9.0
0,42,7.0
0,1947,10.0
0,1891,6.0
0,148,1.0
0,1568,10.0
0,1073,3.0
0,1480,1.0
0,802,6.0
0,397,7.0
0,531,3.0
0,1562,6.0
0,197,10.0
0,1865,1.0
0,1699,10.0
0,1314,1.0
0,1106,5.0
0,788,7.0
0,840,8.0
0,70,9.0
0,693,5.0
0,126,4.0
0,1102,7.0
0,1900,2.0
0,354,10.0
0,435,8.0
0,506,1.0
0,1793,1.0
0,263,1.0
0,623,1.0
0,754,5.0
0,621,6.0
0,1957,1.0
0,682,8.0
0,132,2.0
0,1300,1.0
0,851,5.0
0,136,10.0
0,667,1.0
0,1707,7.0
0,143,5.0
0,503,3.0
0,1488,5.0
0,890,8.0
0,581,10.0
1,1383,10.0
1,536,10.0
1,235,8.0
1,151,4.0
1,818,8.0
1,746,10.0
1,1718,7.0
1,1242,5.0
1,968,5.0
1,1674,2.0
1,88,9.0
1,171,5.0
1,397,10.0
1,1707,10.0
1,1778,8.0
1,1280,7.0
1,192,10.0
1,226,6.0
1,1684,5.0
1,1282,9.0
1,953,5.0
1,1036,10.0
1,1290,5.0
1,1334,8.0
1,802,9.0
1,1355,9.0
1,300,9.0
1,1926,8.0
1,672,8.0
1,1283,8.0
1,1621,10.0
1,496,10.0
1,918,10.0
1,1162,10.0
1,219,10.0
1,904,9.0
1,361,1.0
1,1218,1.0
1,890,10.0
1,1664,6.0
1,46,8.0
1,453,10.0
1,1618,8.0
1,193,5.0
1,1271,10.0
1,700,5.0
1,639,9.0
1,297,4.0
1,457,10.0
1,1073,4.0
1,773,1.0
1,1444,10.0
1,148,1.0
1,1224,3.0
1,1606,10.0
1,879,5.0
1,1202,7.0
1,167,6.0
1,1802,9.0
1,633,3.0
1,402,10.0
1,1488,6.0
1,1793,1.0
1,1270,9.0
1,1505,8.0
1,737,4.0
1,1102,10.0
1,1631,8.0
1,1799,3.0
1,1661,4.0
1,1051,10.0
1,1451,5.0
1,1882,10.0
1,475,10.0
1,1566,8.0
1,488,10.0
1,645,10.0
1,353,6.0
1,855,10.0
1,1127,7.0
1,991,3.0
1,1142,10.0
1,1693,7.0
1,754,9.0
1,1308,5.0
1,1109,10.0
1,1885,2.0
1,1038,9.0
1,1957,3.0
1,150,10.0
1,593,10.0
1,1869,1.0
1,174,9.0
1,1199,10.0
1,1654,1.0
1,1007,8.0
1,197,9.0
1,276,10.0
1,38,8.0
1,531,9.0
1,224,7.0
1,1457,8.0
1,1934,3.0
1,355,10.0
1,189,2.0
1,624,5.0
1,70,10.0
1,1056,1.0
1,1275,8.0
1,693,5.0
1,212,3.0
1,793,8.0
1,1417,7.0
1,30,8.0
1,1515,3.0
1,1346,9.0
1,156,2.0
1,76,9.0
1,936,8.0
1,1907,3.0
1,1562,9.0
1,308,1.0
1,749,7.0
1,503,10.0
1,1341,7.0
1,87,10.0
1,1671,8.0
1,554,4.0
1,896,6.0
1,744,8.0
1,2,7.0
1,461,5.0
1,285,6.0
1,852,5.0
1,553,9.0
1,474,8.0
1,568,7.0
1,1316,7.0
1,183,8.0
1,899,10.0
1,892,3.0
1,337,8.0
1,514,7.0
1,434,9.0
1,205,9.0
1,1369,10.0
1,468,4.0
1,1296,8.0
1,1060,9.0
1,418,2.0
1,569,6.0
1,1522,8.0
1,1343,7.0
1,810,9.0
1,971,8.0
1,1071,6.0
1,1626,4.0
1,1681,5.0
1,9,10.0
1,1207,7.0
1,780,10.0
1,1464,3.0
1,299,6.0
1,184,1.0
1,354,10.0
1,1635,3.0
1,1180,5.0
1,540,8.0
1,1480,6.0
1,1032,9.0
1,1298,10.0
1,1171,9.0
1,833,1.0
1,1965,4.0
1,1295,7.0
1,702,7.0
1,1055,7.0
1,1822,5.0
1,41,5.0
1,1143,7.0
1,1920,1.0
1,1321,5.0
1,792,8.0
1,1807,9.0
1,997,10.0
1,1158,9.0
1,90,1.0
1,1166,2.0
1,218,10.0
1,845,10.0
1,152,1.0
1,1942,5.0
1,691,10.0
1,1228,8.0
1,141,9.0
1,1602,6.0
1,1040,9.0
1,1688,8.0
1,363,10.0
1,1314,2.0
1,290,8.0
1,622,10.0
1,262,10.0
1,1600,9.0
1,8,10.0
1,1230,9.0
1,828,9.0
1,1042,10.0
1,185,10.0
1,1850,10.0
1,1353,10.0
1,993,6.0
1,1443,10.0
1,804,9.0
1,1448,5.0
1,667,8.0
1,220,5.0
1,1647,10.0
1,1439,6.0
1,1864,5.0
1,466,3.0
1,747,10.0
1,1678,10.0
1,521,7.0
1,98,4.0
1,29,1.0
1,738,10.0
1,631,5.0
1,573,8.0
1,1396,7.0
1,1543,6.0
1,1751,4.0
1,401,7.0
1,223,10.0
1,1326,8.0
1,946,10.0
1,95,1.0
1,994,8.0
1,1865,7.0
1,1183,8.0
1,1536,9.0
1,670,9.0
1,853,10.0
1,928,9.0
1,1386,10.0
2,544,2.0
2,34,6.0
2,453,7.0
2,667,4.0
2,1584,4.0
2,1707,5.0
2,1944,1.0
2,1441,5.0
2,1660,1.0
2,1292,5.0
2,387,7.0
2,700,7.0
2,1865,4.0
2,171,2.0
2,1321,3.0
2,224,7.0
2,543,6.0
2,95,1.0
2,1570,1.0
2,1334,7.0
2,1230,9.0
2,468,5.0
2,426,2.0
2,1051,5.0
2,311,7.0
2,384,8.0
2,219,10.0
2,994,4.0
2,33,2.0
2,1109,10.0
2,1532,4.0
2,1793,2.0
2,582,4.0
2,934,2.0
2,672,6.0
2,904,7.0
2,892,3.0
2,477,6.0
2,1936,1.0
2,553,6.0
2,369,7.0
2,211,6.0
2,631,5.0
2,1864,3.0
2,1543,7.0
2,382,4.0
2,1631,7.0
2,1568,5.0
2,815,5.0
2,1602,1.0
2,704,2.0
2,1295,4.0
2,1075,6.0
2,581,1.0
2,1296,6.0
2,1457,6.0
2,921,7.0
2,88,7.0
2,1282,7.0
2,997,10.0
2,905,6.0
2,572,1.0
2,1882,7.0
2,406,10.0
2,1171,6.0
2,890,5.0
2,633,1.0
2,208,3.0
2,1997,10.0
2,363,8.0
2,122,5.0
2,460,6.0
2,690,7.0
2,685,10.0
2,1927,5.0
2,152,1.0
2,1179,10.0
2,1355,7.0
2,1986,1.0
2,879,2.0
2,930,4.0
2,928,6.0
2,889,1.0
2,299,3.0
2,658,8.0
2,1451,1.0
2,783,5.0
2,503,7.0
2,1202,7.0
2,1444,1.0
2,490,1.0
2,874,1.0
2,189,4.0
2,1480,6.0
2,1505,5.0
2,528,10.0
2,1567,6.0
2,792,6.0
2,920,1.0
2,1040,4.0
2,1320,6.0
2,521,6.0
2,1947,10.0
2,64,6.0
2,691,9.0
2,475,5.0
2,1522,4.0
2,1965,5.0
2,1396,6.0
2,1579,3.0
2,1822,6.0
2,1343,2.0
2,474,8.0
2,1751,6.0
2,1674,2.0
2,1763,6.0
2,754,3.0
2,746,5.0
2,1036,4.0
2,452,5.0
2,1231,7.0
2,1545,5.0
2,354,10.0
2,1467,7.0
2,1606,6.0
2,418,2.0
2,1708,3.0
2,847,8.0
2,925,5.0
2,1661,4.0
2,625,10.0
2,1850,1.0
2,693,1.0
2,1224,3.0
2,1263,10.0
2,1718,8.0
2,223,8.0
2,80,7.0
2,1056,2.0
2,22,4.0
2,1464,2.0
2,1160,2.0
2,240,1.0
2,247,3.0
2,10,5.0
2,599,9.0
2,276,2.0
2,573,5.0
2,1218,1.0
2,401,6.0
2,1308,5.0
2,1091,1.0
2,1657,7.0
2,552,1.0
2,1688,3.0
2,675,8.0
2,1940,1.0
2,1950,5.0
2,279,1.0
2,1443,5.0
2,1178,1.0
2,1280,7.0
2,786,8.0
2,67,3.0
2,1562,2.0
2,1090,8.0
2,1353,4.0
2,30,10.0
2,971,3.0
2,871,5.0
2,1103,1.0
2,203,4.0
2,1748,8.0
2,630,5.0
2,1807,3.0
2,744,8.0
2,1486,7.0
2,1974,1.0
2,454,1.0
2,1558,1.0
2,883,10.0
2,1759,7.0
2,1684,5.0
2,355,8.0
2,1983,6.0
2,1687,5.0
2,174,4.0
2,397,5.0
2,575,4.0
2,1789,7.0
2,73,4.0
2,1235,7.0
2,212,2.0
2,132,3.0
2,202,6.0
2,337,3.0
2,220,4.0
2,308,1.0
2,184,10.0
2,627,8.0
2,262,6.0
2,1678,6.0
2,1699,10.0
2,1436,9.0
2,6,3.0
2,628,1.0
2,1664,2.0
2,1417,4.0
2,1681,5.0
2,1492,4.0
2,995,5.0
2,1225,1.0
2,660,7.0
2,728,7.0
2,8,10.0
2,1870,5.0
2,1298,6.0
2,1377,10.0
2,863,4.0
2,1761,5.0
3,1290,9.0
3,1040,6.0
3,1860,10.0
3,1056,1.0
3,1946,10.0
3,220,6.0
3,347,10.0
3,670,2.0
3,800,1.0
3,922,7.0
3,949,6.0
3,1162,9.0
3,628,4.0
3,171,5.0
3,1335,1.0
3,691,5.0
3,1621,1.0
3,128,10.0
3,645,10.0
3,34,7.0
3,553,10.0
3,802,10.0
3,1789,10.0
3,514,7.0
3,501,7.0
3,223,10.0
3,202,10.0
3,672,8.0
3,1025,1.0
3,693,7.0
3,1218,3.0
3,192,4.0
3,152,6.0
3,1369,10.0
3,1562,8.0
3,749,7.0
3,1718,8.0
3,1654,1.0
3,550,5.0
3,76,5.0
3,2,9.0
3,299,1.0
3,1444,10.0
3,849,8.0
3,1707,10.0
3,1321,5.0
3,351,7.0
3,666,10.0
3,744,7.0
3,993,2.0
3,536,10.0
3,435,8.0
3,1948,10.0
3,1417,6.0
3,141,8.0
3,845,10.0
3,992,6.0
3,1374,9.0
3,984,3.0
3,531,9.0
3,904,7.0
3,1480,1.0
3,197,10.0
3,523,1.0
3,1568,8.0
3,1734,6.0
3,1759,10.0
3,291,3.0
3,871,5.0
3,477,4.0
3,353,10.0
3,660,9.0
3,1275,8.0
3,364,5.0
3,401,7.0
3,883,10.0
3,1678,7.0
3,1618,5.0
3,1748,8.0
3,326,7.0
3,448,2.0
3,6,4.0
3,1505,8.0
3,457,10.0
3,146,10.0
3,1464,2.0
3,1606,4.0
3,1024,5.0
3,1567,6.0
3,490,10.0
3,29,10.0
3,792,7.0
3,675,10.0
3,355,9.0
3,1870,9.0
3,1298,10.0
3,389,1.0
3,1661,1.0
3,733,10.0
3,1486,5.0
3,667,10.0
3,818,7.0
3,796,7.0
3,466,8.0
3,656,5.0
3,42,6.0
3,167,9.0
3,1977,5.0
3,1228,10.0
3,193,6.0
3,1940,8.0
3,384,10.0
3,363,10.0
3,1534,7.0
3,543,10.0
3,150,10.0
3,928,8.0
3,30,6.0
3,754,7.0
3,1308,10.0
3,1916,8.0
3,1758,8.0
3,311,2.0
3,90,5.0
3,625,10.0
3,1163,8.0
3,544,1.0
3,164,10.0
3,1891,8.0
3,1613,9.0
3,503,9.0
3,1278,8.0
3,262,10.0
3,1178,1.0
3,1864,5.0
3,1231,7.0
3,994,7.0
3,474,8.0
3,1109,10.0
3,1849,7.0
3,1334,10.0
3,276,5.0
3,783,9.0
3,1963,4.0
3,582,10.0
3,61,3.0
3,572,1.0
3,259,10.0
3,1202,7.0
3,1880,7.0
3,905,5.0
3,1089,2.0
3,215,10.0
3,989,6.0
3,1295,2.0
3,88,8.0
3,260,5.0
3,452,7.0
3,1075,10.0
3,1355,9.0
3,1850,5.0
3,1532,8.0
3,240,10.0
3,1282,9.0
3,990,10.0
3,1459,10.0
3,1531,7.0
3,1964,10.0
3,496,10.0
3,1944,3.0
3,1664,5.0
3,1966,10.0
3,1367,5.0
3,22,7.0
3,1041,8.0
3,203,8.0
3,118,8.0
3,1492,5.0
3,899,9.0
3,212,2.0
3,815,7.0
3,1518,8.0
3,1793,1.0
3,1280,9.0
3,1320,8.0
3,630,7.0
3,702,7.0
3,219,7.0
3,26,2.0
3,1125,4.0
3,1296,7.0
3,1207,9.0
3,554,3.0
3,1528,10.0
3,704,7.0
3,1160,2.0
3,1457,8.0
3,1807,7.0
3,1516,9.0
3,946,10.0
3,1721,7.0
3,95,1.0
3,1143,6.0
3,927,1.0
3,1533,5.0
3,1288,10.0
4,802,7.0
4,879,6.0
4,163,7.0
4,921,8.0
4,783,5.0
4,192,10.0
4,1007,10.0
4,1230,10.0
4,1916,8.0
4,756,10.0
4,552,10.0
4,810,6.0
4,152,1.0
4,597,5.0
4,1321,3.0
4,544,9.0
4,989,3.0
4,95,1.0
4,223,10.0
4,297,5.0
4,226,2.0
4,1900,1.0
4,135,1.0
4,1626,9.0
4,1158,9.0
4,1302,10.0
4,700,7.0
4,994,7.0
4,930,6.0
4,221,7.0
4,984,9.0
4,1807,6.0
4,666,10.0
4,656,7.0
4,2,8.0
4,1091,1.0
4,337,4.0
4,1997,10.0
4,183,9.0
4,633,2.0
4,1180,10.0
4,1224,4.0
4,792,7.0
4,780,10.0
4,557,6.0
4,1865,5.0
4,1199,10.0
4,1799,3.0
4,1757,5.0
4,38,5.0
4,45,2.0
4,1600,2.0
4,1240,6.0
4,1343,4.0
4,738,7.0
4,1020,10.0
4,1534,1.0
4,667,7.0
4,1282,7.0
4,394,10.0
4,1314,2.0
4,928,8.0
4,1295,5.0
4,1684,10.0
4,477,4.0
4,1699,10.0
4,953,7.0
4,1346,6.0
4,1602,5.0
4,1127,7.0
4,1075,7.0
4,87,8.0
4,76,6.0
4,714,10.0
4,660,9.0
4,1532,10.0
4,1073,7.0
4,1396,5.0
4,156,2.0
4,804,8.0
4,311,6.0
4,1296,7.0
4,754,5.0
4,635,3.0
4,1880,2.0
4,245,9.0
4,847,5.0
4,1631,8.0
4,30,6.0
4,749,8.0
4,1178,1.0
4,1055,1.0
4,1051,9.0
4,1528,5.0
4,918,10.0
4,672,7.0
4,1589,10.0
4,490,6.0
4,741,1.0
4,1531,7.0
4,488,5.0
4,212,3.0
4,1687,7.0
4,904,7.0
4,1036,9.0
4,746,10.0
4,1264,1.0
4,1218,2.0
4,219,10.0
4,599,6.0
4,852,1.0
4,1869,1.0
4,572,1.0
4,1089,10.0
4,971,8.0
4,1242,3.0
4,299,5.0
4,1693,5.0
4,146,10.0
4,793,8.0
4,1606,10.0
4,1464,2.0
4,354,10.0
4,1618,7.0
4,305,8.0
4,1143,9.0
4,853,5.0
4,1948,9.0
4,1783,5.0
4,1566,8.0
4,1907,2.0
4,514,7.0
4,1374,10.0
4,690,7.0
4,1142,10.0
4,91,3.0
4,235,8.0
4,1069,9.0
4,890,10.0
4,1664,6.0
4,1505,7.0
4,1334,9.0
4,141,9.0
4,1882,9.0
4,1826,4.0
4,363,9.0
4,276,10.0
4,845,10.0
4,285,4.0
4,174,8.0
4,252,7.0
4,1543,5.0
4,1166,2.0
4,167,9.0
4,567,3.0
4,1341,9.0
4,625,10.0
4,1451,4.0
4,1271,10.0
4,679,9.0
4,1488,7.0
4,1672,10.0
4,828,7.0
4,397,5.0
4,744,9.0
4,1641,5.0
4,1353,10.0
4,1798,6.0
4,353,7.0
4,46,7.0
4,474,8.0
4,70,7.0
4,300,1.0
4,1436,9.0
4,1231,6.0
4,737,4.0
4,1289,8.0
4,657,6.0
4,1032,8.0
4,573,6.0
4,1355,10.0
4,1751,6.0
4,1942,5.0
4,355,9.0
4,1983,8.0
4,693,7.0
4,519,10.0
4,883,10.0
4,581,2.0
4,475,9.0
4,871,4.0
4,387,8.0
4,307,7.0
4,218,3.0
4,98,7.0
4,9,10.0
4,1850,4.0
4,1573,8.0
4,1283,8.0
4,833,2.0
4,1688,2.0
4,1269,5.0
4,1162,8.0
4,543,8.0
4,1611,7.0
4,1718,6.0
4,1962,4.0
4,461,7.0
4,1443,9.0
4,1680,8.0
4,291,5.0
4,1822,8.0
4,453,10.0
4,670,9.0
4,1885,2.0
4,248,8.0
4,1920,1.0
4,122,5.0
5,90,1.0
5,1314,1.0
5,1866,5.0
5,1216,7.0
5,884,4.0
5,835,1.0
5,788,7.0
5,1783,5.0
5,30,8.0
5,592,1.0
5,95,1.0
5,896,9.0
5,1628,1.0
5,88,5.0
5,706,6.0
5,1436,9.0
5,280,10.0
5,1826,8.0
5,414,4.0
5,1089,10.0
5,1536,4.0
5,1067,3.0
5,879,2.0
5,1917,1.0
5,1056,1.0
5,219,10.0
5,628,7.0
5,521,7.0
5,1488,5.0
5,300,8.0
5,1066,3.0
5,1499,7.0
5,1818,5.0
5,569,7.0
5,122,5.0
5,275,1.0
5,553,5.0
5,899,8.0
5,1148,10.0
5,984,5.0
5,544,6.0
5,554,1.0
5,693,3.0
5,1069,2.0
5,593,8.0
5,871,5.0
5,1989,3.0
5,247,7.0
5,501,8.0
5,926,10.0
5,852,3.0
5,70,6.0
5,989,9.0
5,1882,7.0
5,223,10.0
5,1520,1.0
5,647,5.0
5,1697,10.0
5,397,9.0
5,1641,7.0
5,1071,4.0
5,1490,1.0
5,1780,6.0
5,568,1.0
5,33,4.0
5,183,5.0
5,1278,5.0
5,1265,6.0
5,562,6.0
5,1320,4.0
5,778,9.0
5,1199,9.0
5,1680,6.0
5,1858,3.0
5,474,8.0
5,341,4.0
5,1757,10.0
5,1734,8.0
5,531,8.0
5,783,4.0
5,327,10.0
5,922,6.0
5,370,1.0
5,361,5.0
5,1618,8.0
5,691,8.0
5,1134,6.0
5,503,5.0
5,132,5.0
5,633,1.0
5,1280,7.0
5,1947,10.0
5,1793,4.0
5,1157,10.0
5,507,1.0
5,812,5.0
5,890,8.0
5,1985,1.0
5,567,6.0
5,1678,6.0
5,47,2.0
5,1951,5.0
5,934,1.0
5,135,1.0
5,1701,10.0
5,457,10.0
5,1051,8.0
5,1411,2.0
5,1142,10.0
5,1671,3.0
5,1930,1.0
5,638,10.0
5,892,8.0
5,1075,5.0
5,1040,2.0
5,1444,2.0
5,270,5.0
5,1562,5.0
5,1295,6.0
5,704,7.0
5,345,9.0
5,1920,1.0
5,1283,9.0
5,193,5.0
5,8,10.0
5,355,9.0
5,1459,1.0
5,1242,2.0
5,1885,10.0
5,1108,8.0
5,1661,4.0
5,1717,1.0
5,1570,1.0
5,1162,8.0
5,192,7.0
5,1926,8.0
5,167,7.0
5,1260,1.0
5,1585,8.0
5,757,1.0
5,552,10.0
5,1518,8.0
5,1457,9.0
5,1330,5.0
5,1480,5.0
5,1986,1.0
5,667,5.0
5,1316,6.0
5,946,10.0
5,1443,6.0
5,1441,6.0
5,672,7.0
5,851,9.0
5,773,1.0
5,753,7.0
5,971,5.0
5,744,8.0
5,240,5.0
5,38,7.0
5,1589,10.0
5,1296,6.0
5,811,5.0
5,276,10.0
5,1573,7.0
5,1256,10.0
5,431,4.0
5,573,5.0
5,152,1.0
5,828,7.0
5,98,6.0
5,657,1.0
5,1230,10.0
5,925,4.0
5,543,6.0
5,1600,4.0
5,1451,5.0
5,928,8.0
5,285,2.0
5,690,6.0
5,1183,8.0
5,185,1.0
5,1799,1.0
5,1946,7.0
5,1369,1.0
5,905,10.0
5,354,10.0
5,1804,5.0
5,1209,4.0
5,749,8.0
5,853,5.0
5,1448,2.0
5,904,6.0
5,548,10.0
5,306,2.0
5,1688,5.0
5,1308,5.0
5,91,5.0
5,1321,10.0
5,1778,7.0
5,159,1.0
5,666,10.0
5,207,1.0
5,1207,3.0
5,1684,6.0
5,662,2.0
5,1983,9.0
5,1909,5.0
5,1865,4.0
5,1287,4.0
5,1180,10.0
5,991,4.0
5,514,7.0
5,226,4.0
5,1828,1.0
5,1566,7.0
5,1602,4.0
5,993,2.0
5,148,1.0
5,1957,3.0
5,1627,3.0
5,609,4.0
5,1633,1.0
5,273,5.0
5,156,2.0
5,842,1.0
5,957,2.0
5,804,6.0
6,1963,5.0
6,452,6.0
6,1822,6.0
6,1554,8.0
6,582,5.0
6,514,2.0
6,414,5.0
6,662,3.0
6,219,5.0
6,1570,5.0
6,229,8.0
6,581,2.0
6,702,7.0
6,1777,1.0
6,1744,7.0
6,904,8.0
6,1351,10.0
6,1452,6.0
6,971,4.0
6,882,10.0
6,361,9.0
6,1985,1.0
6,396,8.0
6,383,3.0
6,1304,5.0
6,1488,6.0
6,202,10.0
6,884,2.0
6,1286,10.0
6,693,5.0
6,851,8.0
6,956,6.0
6,1865,7.0
6,388,10.0
6,1235,7.0
6,802,10.0
6,350,3.0
6,665,3.0
6,460,10.0
6,639,5.0
6,1698,3.0
6,299,4.0
6,834,4.0
6,306,3.0
6,201,5.0
6,1314,1.0
6,678,10.0
6,893,2.0
6,715,2.0
6,815,5.0
6,300,10.0
6,1233,1.0
6,1848,6.0
6,136,5.0
6,1789,10.0
6,1075,8.0
6,560,7.0
6,754,10.0
6,1934,1.0
6,509,1.0
6,1320,7.0
6,190,5.0
6,262,10.0
6,1936,2.0
6,1749,1.0
6,757,1.0
6,46,3.0
6,995,10.0
6,1910,10.0
6,644,5.0
6,442,10.0
6,200,7.0
6,1108,8.0
6,874,1.0
6,27,1.0
6,1731,7.0
6,164,5.0
6,1866,10.0
6,137,2.0
6,1566,10.0
6,33,1.0
6,1707,7.0
6,918,10.0
6,1575,5.0
6,36,9.0
6,273,8.0
6,553,5.0
6,706,8.0
6,1580,1.0
6,846,3.0
6,583,1.0
6,1798,1.0
6,1448,2.0
6,240,8.0
6,827,10.0
6,1443,8.0
6,378,7.0
6,634,1.0
6,1614,6.0
6,915,10.0
6,270,5.0
6,690,6.0
6,354,10.0
6,548,2.0
6,1762,1.0
6,88,7.0
6,1503,1.0
6,1528,10.0
6,450,8.0
6,1473,9.0
6,657,2.0
6,752,4.0
6,596,6.0
6,10,4.0
6,1717,5.0
6,1900,1.0
6,738,10.0
6,178,8.0
6,1922,8.0
6,1562,8.0
6,1660,1.0
6,1009,9.0
6,1807,8.0
6,339,3.0
6,181,2.0
6,847,1.0
6,533,9.0
6,1665,5.0
6,1051,5.0
6,14,1.0
6,1073,6.0
6,1581,8.0
6,47,2.0
6,423,10.0
6,1112,2.0
6,1015,9.0
6,1069,5.0
6,1189,1.0
6,1693,3.0
6,1541,1.0
6,1545,7.0
6,1861,4.0
6,737,3.0
6,747,6.0
6,1234,8.0
6,167,5.0
6,517,9.0
6,546,10.0
6,1845,6.0
6,1432,9.0
6,352,4.0
6,1249,5.0
6,994,6.0
6,524,8.0
6,247,4.0
6,1420,1.0
6,1326,10.0
6,764,2.0
6,367,9.0
6,1387,1.0
6,1654,1.0
6,1191,2.0
6,746,7.0
6,1349,8.0
6,132,10.0
6,1137,8.0
6,720,1.0
6,1781,5.0
6,1531,2.0
6,1269,6.0
6,193,6.0
6,179,8.0
6,1864,6.0
6,1477,7.0
6,892,7.0
6,150,10.0
6,1830,10.0
6,1244,6.0
6,1453,1.0
6,609,8.0
6,894,4.0
6,667,1.0
6,29,4.0
6,1153,10.0
6,18,6.0
6,382,4.0
6,999,2.0
6,297,7.0
6,1127,8.0
6,823,5.0
6,395,10.0
6,1319,7.0
6,1411,10.0
6,206,10.0
6,248,7.0
6,30,8.0
6,1071,10.0
6,989,10.0
6,183,10.0
6,1451,5.0
6,1289,5.0
6,95,1.0
6,242,5.0
6,1806,5.0
6,32,2.0
6,796,10.0
7,560,5.0
7,507,3.0
7,1828,1.0
7,609,6.0
7,1063,10.0
7,1957,5.0
7,118,1.0
